ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET011907,CUST017145,Unauthorized Transaction,2024-06-26,1
TICKET011908,CUST067871,Card Not Working,2025-04-19,10
TICKET011909,CUST004004,Loan Application Rejected,2025-03-16,4
TICKET011910,CUST005297,KYC Verification Delay,2025-01-13,2
TICKET011911,CUST085403,Account Locked,2024-06-15,8
TICKET011912,CUST089598,Poor Customer Service,2025-04-07,8
TICKET011913,CUST051762,ATM Withdrawal Failed,2024-10-05,9
TICKET011914,CUST090636,ATM Withdrawal Failed,2025-02-17,9
TICKET011915,CUST021587,Poor Customer Service,2025-01-06,2
TICKET011916,CUST076883,Loan Application Rejected,2024-09-27,7
TICKET011917,CUST045429,Card Not Working,2024-06-06,0
TICKET011918,CUST034992,Delayed Refund,2024-07-19,0
TICKET011919,CUST035505,ATM Withdrawal Failed,2025-01-12,9
TICKET011920,CUST031196,Account Locked,2025-03-08,2
TICKET011921,CUST046629,ATM Withdrawal Failed,2025-01-05,8
TICKET011922,CUST099442,Loan Application Rejected,2025-03-18,3
TICKET011923,CUST020235,Poor Customer Service,2025-04-26,3
TICKET011924,CUST014197,Loan Application Rejected,2024-06-18,5
TICKET011925,CUST022520,Account Locked,2025-03-18,7
TICKET011926,CUST013321,Mobile App Issues,2024-11-08,10
TICKET011927,CUST073665,KYC Verification Delay,2024-11-14,2
TICKET011928,CUST069328,Incorrect Charges,2024-06-16,4
TICKET011929,CUST058470,Unauthorized Transaction,2024-10-11,3
TICKET011930,CUST034898,Delayed Refund,2024-08-13,1
TICKET011931,CUST015642,KYC Verification Delay,2024-05-24,4
TICKET011932,CUST003227,Loan Application Rejected,2024-07-25,4
TICKET011933,CUST092615,Incorrect Charges,2024-12-13,5
TICKET011934,CUST039478,Card Not Working,2025-01-16,8
TICKET011935,CUST077144,ATM Withdrawal Failed,2024-09-03,0
TICKET011936,CUST028590,ATM Withdrawal Failed,2024-08-16,1
TICKET011937,CUST031477,Incorrect Charges,2024-12-18,10
TICKET011938,CUST016510,ATM Withdrawal Failed,2024-11-22,9
TICKET011939,CUST076324,Delayed Refund,2024-09-05,7
TICKET011940,CUST009565,ATM Withdrawal Failed,2024-11-15,5
TICKET011941,CUST065227,KYC Verification Delay,2024-08-13,2
TICKET011942,CUST040015,Mobile App Issues,2024-11-03,10
TICKET011943,CUST058362,Delayed Refund,2025-02-13,10
TICKET011944,CUST010192,Unauthorized Transaction,2024-06-15,6
TICKET011945,CUST009412,Delayed Refund,2024-11-25,10
TICKET011946,CUST042438,Poor Customer Service,2024-12-26,8
TICKET011947,CUST073126,KYC Verification Delay,2025-05-04,2
TICKET011948,CUST021817,Mobile App Issues,2024-07-21,7
TICKET011949,CUST040522,Card Not Working,2025-01-24,7
TICKET011950,CUST039842,Loan Application Rejected,2025-05-01,9
TICKET011951,CUST040527,KYC Verification Delay,2024-10-17,9
TICKET011952,CUST056405,Poor Customer Service,2024-09-24,1
TICKET011953,CUST095728,KYC Verification Delay,2025-02-08,8
TICKET011954,CUST079840,ATM Withdrawal Failed,2024-07-24,5
TICKET011955,CUST068881,Account Locked,2025-04-04,9
TICKET011956,CUST056431,Card Not Working,2025-04-12,8
TICKET011957,CUST067981,Delayed Refund,2024-06-23,2
TICKET011958,CUST045635,Delayed Refund,2025-04-02,0
TICKET011959,CUST020880,Account Locked,2025-03-22,1
TICKET011960,CUST025687,Delayed Refund,2024-08-22,8
TICKET011961,CUST085661,ATM Withdrawal Failed,2025-05-03,6
TICKET011962,CUST045160,KYC Verification Delay,2024-08-09,1
TICKET011963,CUST069018,Unauthorized Transaction,2024-07-08,3
TICKET011964,CUST016738,KYC Verification Delay,2024-12-03,8
TICKET011965,CUST006382,Unauthorized Transaction,2025-02-23,10
TICKET011966,CUST034815,KYC Verification Delay,2024-05-12,1
TICKET011967,CUST084178,Incorrect Charges,2024-09-15,5
TICKET011968,CUST082591,Unauthorized Transaction,2025-02-15,7
TICKET011969,CUST090772,Incorrect Charges,2024-08-08,8
TICKET011970,CUST014205,Delayed Refund,2025-04-26,8
TICKET011971,CUST029295,Mobile App Issues,2025-04-23,0
TICKET011972,CUST015038,Card Not Working,2025-03-06,10
TICKET011973,CUST082374,Mobile App Issues,2024-11-26,7
TICKET011974,CUST037970,Delayed Refund,2025-04-20,7
TICKET011975,CUST063328,Loan Application Rejected,2025-02-06,7
TICKET011976,CUST011163,KYC Verification Delay,2024-10-23,2
TICKET011977,CUST049990,Card Not Working,2025-01-13,7
TICKET011978,CUST074240,KYC Verification Delay,2024-07-24,7
TICKET011979,CUST039379,KYC Verification Delay,2025-04-03,9
TICKET011980,CUST096040,Loan Application Rejected,2024-11-23,3
TICKET011981,CUST081655,Account Locked,2025-04-05,8
TICKET011982,CUST017650,Delayed Refund,2024-08-21,0
TICKET011983,CUST049442,ATM Withdrawal Failed,2024-05-17,10
TICKET011984,CUST097091,Mobile App Issues,2024-06-28,6
TICKET011985,CUST099200,Unauthorized Transaction,2024-10-28,2
TICKET011986,CUST053664,Card Not Working,2024-09-23,4
TICKET011987,CUST027609,Incorrect Charges,2024-12-17,5
TICKET011988,CUST058077,Loan Application Rejected,2024-09-10,9
TICKET011989,CUST097311,Account Locked,2024-10-11,4
TICKET011990,CUST039779,Card Not Working,2025-02-22,5
TICKET011991,CUST062745,Account Locked,2024-09-01,3
TICKET011992,CUST053281,Unauthorized Transaction,2024-07-01,1
TICKET011993,CUST098498,ATM Withdrawal Failed,2025-03-13,9
TICKET011994,CUST034892,KYC Verification Delay,2025-05-03,7
TICKET011995,CUST071041,Delayed Refund,2024-05-26,5
TICKET011996,CUST056091,Card Not Working,2025-01-14,1
TICKET011997,CUST010691,Account Locked,2024-11-22,9
TICKET011998,CUST080274,Mobile App Issues,2025-02-28,6
TICKET011999,CUST018121,Card Not Working,2025-04-15,9
TICKET012000,CUST038812,Loan Application Rejected,2025-03-22,7
TICKET012001,CUST049481,Poor Customer Service,2024-12-12,0
TICKET012002,CUST082135,Incorrect Charges,2024-12-02,10
TICKET012003,CUST027787,KYC Verification Delay,2025-01-08,10
TICKET012004,CUST033154,Card Not Working,2025-04-21,8
TICKET012005,CUST093690,Unauthorized Transaction,2024-10-05,10
TICKET012006,CUST084616,Mobile App Issues,2024-11-15,2
TICKET012007,CUST072811,Card Not Working,2025-03-25,3
TICKET012008,CUST094703,Unauthorized Transaction,2025-01-25,2
TICKET012009,CUST018990,ATM Withdrawal Failed,2024-10-24,3
TICKET012010,CUST023027,ATM Withdrawal Failed,2025-02-02,10
TICKET012011,CUST072127,Unauthorized Transaction,2025-04-30,3
TICKET012012,CUST066511,KYC Verification Delay,2025-02-07,1
TICKET012013,CUST098458,Card Not Working,2024-12-29,10
TICKET012014,CUST001794,Unauthorized Transaction,2025-03-10,1
TICKET012015,CUST016121,Incorrect Charges,2025-03-21,4
TICKET012016,CUST065852,Delayed Refund,2025-05-05,7
TICKET012017,CUST097781,Card Not Working,2024-08-23,1
TICKET012018,CUST085240,Mobile App Issues,2025-01-29,2
TICKET012019,CUST059503,KYC Verification Delay,2024-06-30,4
TICKET012020,CUST032587,KYC Verification Delay,2025-03-30,3
TICKET012021,CUST022410,ATM Withdrawal Failed,2024-10-31,4
TICKET012022,CUST003645,Account Locked,2024-08-27,10
TICKET012023,CUST050998,Delayed Refund,2024-05-27,10
TICKET012024,CUST049926,ATM Withdrawal Failed,2025-01-20,6
TICKET012025,CUST099951,Mobile App Issues,2024-10-17,9
TICKET012026,CUST024417,Account Locked,2024-06-05,9
TICKET012027,CUST087044,Mobile App Issues,2024-09-02,9
TICKET012028,CUST069821,Card Not Working,2024-08-17,7
TICKET012029,CUST055023,Poor Customer Service,2024-08-25,0
TICKET012030,CUST062936,Card Not Working,2024-08-14,10
TICKET012031,CUST077371,KYC Verification Delay,2024-12-21,5
TICKET012032,CUST022344,Incorrect Charges,2024-08-19,9
TICKET012033,CUST012996,Loan Application Rejected,2025-03-01,1
TICKET012034,CUST034793,KYC Verification Delay,2024-12-31,3
TICKET012035,CUST034790,Poor Customer Service,2025-04-18,10
TICKET012036,CUST040737,Delayed Refund,2024-05-27,1
TICKET012037,CUST096262,ATM Withdrawal Failed,2025-03-31,3
TICKET012038,CUST037051,ATM Withdrawal Failed,2024-07-20,10
TICKET012039,CUST057884,Delayed Refund,2024-07-01,5
TICKET012040,CUST042760,Card Not Working,2025-02-08,4
TICKET012041,CUST048369,KYC Verification Delay,2025-01-28,3
TICKET012042,CUST058289,Incorrect Charges,2024-08-29,2
TICKET012043,CUST051800,ATM Withdrawal Failed,2025-02-05,1
TICKET012044,CUST028660,Poor Customer Service,2025-03-27,8
TICKET012045,CUST041072,Incorrect Charges,2025-02-26,7
TICKET012046,CUST009822,Mobile App Issues,2024-10-25,0
TICKET012047,CUST031571,Incorrect Charges,2025-01-03,0
TICKET012048,CUST061885,Mobile App Issues,2024-07-27,6
TICKET012049,CUST073797,ATM Withdrawal Failed,2025-01-28,2
TICKET012050,CUST017888,Account Locked,2025-04-29,9
TICKET012051,CUST065067,Card Not Working,2024-12-17,7
TICKET012052,CUST062510,Card Not Working,2024-11-18,7
TICKET012053,CUST033303,Loan Application Rejected,2025-02-17,2
TICKET012054,CUST021302,Account Locked,2025-04-25,10
TICKET012055,CUST011870,KYC Verification Delay,2024-09-23,1
TICKET012056,CUST069338,KYC Verification Delay,2024-10-20,10
TICKET012057,CUST027532,Account Locked,2024-10-19,0
TICKET012058,CUST087770,Delayed Refund,2025-03-20,10
TICKET012059,CUST055430,Loan Application Rejected,2024-09-14,2
TICKET012060,CUST086064,Loan Application Rejected,2025-04-14,6
TICKET012061,CUST062567,Account Locked,2025-05-09,5
TICKET012062,CUST061292,Delayed Refund,2024-12-02,6
TICKET012063,CUST097400,KYC Verification Delay,2024-07-30,7
TICKET012064,CUST010353,Poor Customer Service,2025-04-02,6
TICKET012065,CUST057942,Delayed Refund,2024-05-16,10
TICKET012066,CUST017623,ATM Withdrawal Failed,2024-06-22,1
TICKET012067,CUST071400,Mobile App Issues,2025-01-13,9
TICKET012068,CUST090343,Card Not Working,2025-05-10,2
TICKET012069,CUST042365,ATM Withdrawal Failed,2025-04-16,0
TICKET012070,CUST075748,ATM Withdrawal Failed,2024-05-28,8
TICKET012071,CUST069994,KYC Verification Delay,2024-08-28,0
TICKET012072,CUST053291,Unauthorized Transaction,2025-05-01,7
TICKET012073,CUST073164,Incorrect Charges,2024-11-28,4
TICKET012074,CUST001265,Unauthorized Transaction,2024-11-13,3
TICKET012075,CUST053700,Account Locked,2025-03-05,10
TICKET012076,CUST033464,Incorrect Charges,2024-12-28,10
TICKET012077,CUST003538,Card Not Working,2024-08-02,9
TICKET012078,CUST079377,KYC Verification Delay,2024-11-22,1
TICKET012079,CUST083832,Incorrect Charges,2024-08-28,9
TICKET012080,CUST070375,ATM Withdrawal Failed,2024-10-06,0
TICKET012081,CUST006794,KYC Verification Delay,2024-08-06,6
TICKET012082,CUST094858,KYC Verification Delay,2024-09-25,4
TICKET012083,CUST039081,Card Not Working,2024-06-15,1
TICKET012084,CUST065313,ATM Withdrawal Failed,2024-08-30,4
TICKET012085,CUST046411,Incorrect Charges,2024-07-15,0
TICKET012086,CUST047507,Mobile App Issues,2024-07-26,6
TICKET012087,CUST029895,KYC Verification Delay,2024-12-28,0
TICKET012088,CUST043296,KYC Verification Delay,2024-11-13,3
TICKET012089,CUST068834,ATM Withdrawal Failed,2024-09-14,0
TICKET012090,CUST089483,Card Not Working,2024-09-25,10
TICKET012091,CUST049809,Account Locked,2024-06-28,0
TICKET012092,CUST075298,KYC Verification Delay,2024-06-01,8
TICKET012093,CUST056422,KYC Verification Delay,2025-05-08,6
TICKET012094,CUST085796,KYC Verification Delay,2024-10-07,8
TICKET012095,CUST020096,Account Locked,2024-10-14,7
TICKET012096,CUST094000,KYC Verification Delay,2024-12-28,2
TICKET012097,CUST055751,ATM Withdrawal Failed,2024-06-24,1
TICKET012098,CUST083261,Delayed Refund,2025-02-17,3
TICKET012099,CUST007505,Poor Customer Service,2024-10-29,9
TICKET012100,CUST032938,ATM Withdrawal Failed,2025-02-04,2
TICKET012101,CUST043714,Card Not Working,2024-05-25,5
TICKET012102,CUST056276,Card Not Working,2025-01-01,1
TICKET012103,CUST073971,Incorrect Charges,2024-12-19,1
TICKET012104,CUST036029,Unauthorized Transaction,2025-02-05,1
TICKET012105,CUST087204,Account Locked,2024-10-24,10
TICKET012106,CUST051488,Account Locked,2025-04-05,3
TICKET012107,CUST013720,Unauthorized Transaction,2024-11-27,10
TICKET012108,CUST057559,Unauthorized Transaction,2024-10-22,1
TICKET012109,CUST087582,Mobile App Issues,2024-12-14,1
TICKET012110,CUST033940,Mobile App Issues,2024-08-30,1
TICKET012111,CUST073915,Card Not Working,2024-08-09,2
TICKET012112,CUST019734,Loan Application Rejected,2025-01-22,6
TICKET012113,CUST031047,ATM Withdrawal Failed,2025-03-14,0
TICKET012114,CUST078174,ATM Withdrawal Failed,2024-06-21,8
TICKET012115,CUST066406,Delayed Refund,2025-02-10,6
TICKET012116,CUST073040,Account Locked,2024-10-23,8
TICKET012117,CUST060698,ATM Withdrawal Failed,2025-01-09,5
TICKET012118,CUST024321,Loan Application Rejected,2024-09-30,9
TICKET012119,CUST049751,Mobile App Issues,2025-02-09,4
TICKET012120,CUST009589,Unauthorized Transaction,2024-06-07,7
TICKET012121,CUST022439,Unauthorized Transaction,2024-05-10,7
TICKET012122,CUST062184,Loan Application Rejected,2025-03-27,4
TICKET012123,CUST008596,Mobile App Issues,2025-04-17,2
TICKET012124,CUST003629,Loan Application Rejected,2024-09-17,10
TICKET012125,CUST099686,Card Not Working,2024-06-22,6
TICKET012126,CUST011249,Account Locked,2024-07-15,5
TICKET012127,CUST069728,Mobile App Issues,2024-07-07,8
TICKET012128,CUST058371,KYC Verification Delay,2024-05-20,10
TICKET012129,CUST087797,ATM Withdrawal Failed,2024-06-19,2
TICKET012130,CUST005564,ATM Withdrawal Failed,2025-03-28,10
TICKET012131,CUST061421,Incorrect Charges,2024-06-07,2
TICKET012132,CUST083639,Loan Application Rejected,2025-04-03,3
TICKET012133,CUST058587,Incorrect Charges,2024-05-21,9
TICKET012134,CUST039156,KYC Verification Delay,2025-01-17,9
TICKET012135,CUST022260,Card Not Working,2024-07-20,8
TICKET012136,CUST073605,Incorrect Charges,2025-03-12,6
TICKET012137,CUST049702,Mobile App Issues,2024-07-15,5
TICKET012138,CUST003436,Poor Customer Service,2024-09-23,4
TICKET012139,CUST054356,Unauthorized Transaction,2025-03-10,3
TICKET012140,CUST093972,Poor Customer Service,2025-03-04,2
TICKET012141,CUST083791,Loan Application Rejected,2024-09-20,1
TICKET012142,CUST092323,KYC Verification Delay,2025-04-23,4
TICKET012143,CUST093735,Incorrect Charges,2025-04-06,9
TICKET012144,CUST005586,ATM Withdrawal Failed,2024-09-19,0
TICKET012145,CUST017909,Card Not Working,2025-04-01,2
TICKET012146,CUST037876,Mobile App Issues,2025-04-24,5
TICKET012147,CUST082115,Mobile App Issues,2025-03-28,5
TICKET012148,CUST016585,Account Locked,2024-10-15,10
TICKET012149,CUST053540,Account Locked,2025-04-10,10
TICKET012150,CUST083424,ATM Withdrawal Failed,2025-02-16,5
TICKET012151,CUST072550,KYC Verification Delay,2024-11-05,6
TICKET012152,CUST069242,Account Locked,2025-02-26,4
TICKET012153,CUST048056,Poor Customer Service,2025-02-07,10
TICKET012154,CUST035535,Mobile App Issues,2024-10-29,8
TICKET012155,CUST050673,ATM Withdrawal Failed,2024-12-17,9
TICKET012156,CUST068610,Poor Customer Service,2025-02-24,2
TICKET012157,CUST058316,Loan Application Rejected,2024-12-25,9
TICKET012158,CUST000370,Account Locked,2024-08-06,5
TICKET012159,CUST073418,Account Locked,2025-01-08,1
TICKET012160,CUST044303,Delayed Refund,2024-06-06,10
TICKET012161,CUST008720,Mobile App Issues,2024-07-03,9
TICKET012162,CUST080118,Delayed Refund,2025-03-12,0
TICKET012163,CUST071786,Poor Customer Service,2024-12-19,5
TICKET012164,CUST028085,Unauthorized Transaction,2024-11-13,2
TICKET012165,CUST041064,Poor Customer Service,2025-04-02,5
TICKET012166,CUST003360,Poor Customer Service,2025-04-09,6
TICKET012167,CUST059138,Account Locked,2025-04-29,4
TICKET012168,CUST070635,Account Locked,2025-04-07,9
TICKET012169,CUST068183,Unauthorized Transaction,2025-02-19,4
TICKET012170,CUST018487,ATM Withdrawal Failed,2025-05-03,10
TICKET012171,CUST014324,Incorrect Charges,2025-01-13,3
TICKET012172,CUST098027,Card Not Working,2025-01-12,8
TICKET012173,CUST021119,Delayed Refund,2025-03-06,9
TICKET012174,CUST075561,Poor Customer Service,2024-12-02,2
TICKET012175,CUST088204,Account Locked,2024-07-24,3
TICKET012176,CUST087383,Unauthorized Transaction,2024-10-14,0
TICKET012177,CUST027352,Poor Customer Service,2025-05-08,2
TICKET012178,CUST034074,Poor Customer Service,2024-05-26,1
TICKET012179,CUST099956,Mobile App Issues,2024-10-18,8
TICKET012180,CUST036192,Card Not Working,2025-04-17,1
TICKET012181,CUST046693,KYC Verification Delay,2024-06-24,6
TICKET012182,CUST055373,Mobile App Issues,2024-08-03,7
TICKET012183,CUST086412,Account Locked,2024-12-29,10
TICKET012184,CUST057631,ATM Withdrawal Failed,2024-12-24,10
TICKET012185,CUST065626,Account Locked,2024-10-12,3
TICKET012186,CUST030237,Account Locked,2025-02-11,10
TICKET012187,CUST080348,Account Locked,2024-05-11,10
TICKET012188,CUST091993,Account Locked,2024-07-10,0
TICKET012189,CUST072450,KYC Verification Delay,2024-08-29,5
TICKET012190,CUST040444,Mobile App Issues,2025-04-26,4
TICKET012191,CUST026265,ATM Withdrawal Failed,2024-05-24,0
TICKET012192,CUST016895,Unauthorized Transaction,2025-03-22,2
TICKET012193,CUST003006,KYC Verification Delay,2024-09-23,0
TICKET012194,CUST084396,Incorrect Charges,2025-04-16,6
TICKET012195,CUST095979,Account Locked,2024-12-18,7
TICKET012196,CUST006917,Incorrect Charges,2024-11-30,3
TICKET012197,CUST025872,Delayed Refund,2024-08-11,6
TICKET012198,CUST094692,ATM Withdrawal Failed,2025-03-31,7
TICKET012199,CUST016543,Account Locked,2025-02-17,1
TICKET012200,CUST060148,Card Not Working,2025-02-02,10
TICKET012201,CUST089982,ATM Withdrawal Failed,2024-09-27,0
TICKET012202,CUST031898,KYC Verification Delay,2025-03-05,6
TICKET012203,CUST066620,Delayed Refund,2025-01-09,3
TICKET012204,CUST071021,Incorrect Charges,2024-05-20,3
TICKET012205,CUST050786,Unauthorized Transaction,2024-12-31,2
TICKET012206,CUST098635,Mobile App Issues,2024-10-10,1
TICKET012207,CUST020559,Loan Application Rejected,2024-09-12,3
TICKET012208,CUST037509,ATM Withdrawal Failed,2025-01-06,9
TICKET012209,CUST084974,Delayed Refund,2024-11-16,4
TICKET012210,CUST009670,Incorrect Charges,2024-11-14,4
TICKET012211,CUST070854,Mobile App Issues,2024-12-16,6
TICKET012212,CUST030180,Card Not Working,2024-11-24,9
TICKET012213,CUST000412,Account Locked,2025-01-30,9
TICKET012214,CUST003600,Poor Customer Service,2025-04-19,8
TICKET012215,CUST038456,ATM Withdrawal Failed,2025-01-18,6
TICKET012216,CUST083106,ATM Withdrawal Failed,2024-06-29,2
TICKET012217,CUST028892,Unauthorized Transaction,2024-12-19,10
TICKET012218,CUST010995,Loan Application Rejected,2024-11-06,8
TICKET012219,CUST084254,Poor Customer Service,2025-02-15,8
TICKET012220,CUST089360,Account Locked,2024-07-06,10
TICKET012221,CUST049433,Unauthorized Transaction,2024-07-13,10
TICKET012222,CUST008929,ATM Withdrawal Failed,2024-07-04,9
TICKET012223,CUST065770,Loan Application Rejected,2024-05-25,7
TICKET012224,CUST042841,Card Not Working,2024-05-18,7
TICKET012225,CUST075626,KYC Verification Delay,2024-08-18,8
TICKET012226,CUST029169,Incorrect Charges,2024-08-25,8
TICKET012227,CUST028356,Poor Customer Service,2024-08-22,8
TICKET012228,CUST055532,Mobile App Issues,2025-03-03,1
TICKET012229,CUST030388,Poor Customer Service,2024-12-23,10
TICKET012230,CUST059664,Loan Application Rejected,2024-11-18,6
TICKET012231,CUST008044,Card Not Working,2024-11-18,1
TICKET012232,CUST018563,Incorrect Charges,2024-12-25,10
TICKET012233,CUST029220,Delayed Refund,2024-09-05,1
TICKET012234,CUST045879,Incorrect Charges,2025-01-03,5
TICKET012235,CUST055157,Account Locked,2024-09-25,7
TICKET012236,CUST029127,Card Not Working,2024-12-18,10
TICKET012237,CUST014886,Delayed Refund,2024-09-30,5
TICKET012238,CUST091033,Delayed Refund,2024-08-01,4
TICKET012239,CUST059754,Delayed Refund,2024-10-29,3
TICKET012240,CUST048401,Poor Customer Service,2025-01-11,9
TICKET012241,CUST011437,Poor Customer Service,2025-01-15,0
TICKET012242,CUST049346,Mobile App Issues,2025-01-07,5
TICKET012243,CUST075449,Account Locked,2024-11-16,0
TICKET012244,CUST005456,KYC Verification Delay,2024-06-18,10
TICKET012245,CUST078078,Mobile App Issues,2025-01-16,4
TICKET012246,CUST034506,Delayed Refund,2024-08-09,6
TICKET012247,CUST034338,Account Locked,2024-12-17,9
TICKET012248,CUST023297,Mobile App Issues,2024-11-13,10
TICKET012249,CUST086154,ATM Withdrawal Failed,2024-08-20,2
TICKET012250,CUST032846,Loan Application Rejected,2024-11-19,6
TICKET012251,CUST013305,Unauthorized Transaction,2024-07-03,8
TICKET012252,CUST018945,Loan Application Rejected,2024-07-22,0
TICKET012253,CUST021889,ATM Withdrawal Failed,2025-03-28,2
TICKET012254,CUST087920,Account Locked,2024-07-08,5
TICKET012255,CUST077565,ATM Withdrawal Failed,2025-03-07,8
TICKET012256,CUST021134,KYC Verification Delay,2025-02-28,5
TICKET012257,CUST065669,Unauthorized Transaction,2025-04-01,0
TICKET012258,CUST056869,Delayed Refund,2024-09-29,0
TICKET012259,CUST071940,Mobile App Issues,2025-03-21,1
TICKET012260,CUST073390,Delayed Refund,2024-06-17,9
TICKET012261,CUST062485,KYC Verification Delay,2024-09-24,1
TICKET012262,CUST060087,Incorrect Charges,2025-03-25,9
TICKET012263,CUST027045,Account Locked,2024-12-13,2
TICKET012264,CUST013026,Incorrect Charges,2024-05-11,3
TICKET012265,CUST032784,Unauthorized Transaction,2024-06-14,6
TICKET012266,CUST072151,Incorrect Charges,2024-12-30,8
TICKET012267,CUST008066,Delayed Refund,2024-11-25,6
TICKET012268,CUST034519,Loan Application Rejected,2025-03-12,0
TICKET012269,CUST077597,Account Locked,2025-01-25,7
TICKET012270,CUST082719,ATM Withdrawal Failed,2025-02-25,0
TICKET012271,CUST016383,Delayed Refund,2025-04-12,6
TICKET012272,CUST065139,Poor Customer Service,2025-05-05,6
TICKET012273,CUST005178,Unauthorized Transaction,2024-05-20,3
TICKET012274,CUST011057,Poor Customer Service,2024-09-07,6
TICKET012275,CUST058238,Account Locked,2024-10-31,10
TICKET012276,CUST042454,Unauthorized Transaction,2024-10-07,6
TICKET012277,CUST026606,Loan Application Rejected,2024-06-30,10
TICKET012278,CUST030208,Account Locked,2024-11-14,8
TICKET012279,CUST009397,Mobile App Issues,2025-01-05,3
TICKET012280,CUST074241,Unauthorized Transaction,2024-07-24,4
TICKET012281,CUST064342,Unauthorized Transaction,2024-06-06,3
TICKET012282,CUST004637,Incorrect Charges,2024-07-29,10
TICKET012283,CUST000747,Unauthorized Transaction,2024-11-08,6
TICKET012284,CUST031889,Account Locked,2024-06-12,1
TICKET012285,CUST045395,ATM Withdrawal Failed,2024-09-03,4
TICKET012286,CUST055654,ATM Withdrawal Failed,2024-05-29,3
TICKET012287,CUST023809,Unauthorized Transaction,2024-11-04,10
TICKET012288,CUST031253,KYC Verification Delay,2024-06-10,5
TICKET012289,CUST090216,Mobile App Issues,2024-05-23,0
TICKET012290,CUST029342,KYC Verification Delay,2024-11-28,8
TICKET012291,CUST037475,KYC Verification Delay,2025-04-20,3
TICKET012292,CUST086760,Card Not Working,2025-01-01,10
TICKET012293,CUST023397,Delayed Refund,2024-09-15,10
TICKET012294,CUST023670,KYC Verification Delay,2025-03-25,8
TICKET012295,CUST018154,Mobile App Issues,2024-06-09,5
TICKET012296,CUST041155,Incorrect Charges,2024-11-13,0
TICKET012297,CUST047755,Mobile App Issues,2024-11-14,6
TICKET012298,CUST050296,Incorrect Charges,2024-12-16,4
TICKET012299,CUST079625,Incorrect Charges,2025-03-28,4
TICKET012300,CUST013701,Delayed Refund,2024-09-24,7
TICKET012301,CUST050099,Poor Customer Service,2024-06-05,2
TICKET012302,CUST030491,Incorrect Charges,2025-03-19,10
TICKET012303,CUST055606,Mobile App Issues,2024-11-13,3
TICKET012304,CUST088566,KYC Verification Delay,2024-10-20,6
TICKET012305,CUST066934,Loan Application Rejected,2024-12-21,7
TICKET012306,CUST056559,Poor Customer Service,2024-12-11,2
TICKET012307,CUST062226,KYC Verification Delay,2024-12-06,0
TICKET012308,CUST085177,Card Not Working,2024-06-14,8
TICKET012309,CUST070835,Loan Application Rejected,2024-12-13,5
TICKET012310,CUST015868,Delayed Refund,2024-10-12,7
TICKET012311,CUST029459,Unauthorized Transaction,2024-12-26,2
TICKET012312,CUST077854,Delayed Refund,2024-07-02,0
TICKET012313,CUST051411,Unauthorized Transaction,2024-06-09,1
TICKET012314,CUST072320,Mobile App Issues,2024-07-03,6
TICKET012315,CUST098470,Delayed Refund,2025-01-01,3
TICKET012316,CUST008352,Loan Application Rejected,2025-04-20,5
TICKET012317,CUST053422,Incorrect Charges,2025-03-05,0
TICKET012318,CUST057317,Mobile App Issues,2025-04-10,10
TICKET012319,CUST033647,Incorrect Charges,2025-04-29,4
TICKET012320,CUST068924,Mobile App Issues,2024-12-15,5
TICKET012321,CUST018866,Delayed Refund,2024-08-14,2
TICKET012322,CUST001148,Delayed Refund,2025-02-08,5
TICKET012323,CUST070113,Loan Application Rejected,2024-05-16,5
TICKET012324,CUST074740,Incorrect Charges,2025-04-14,1
TICKET012325,CUST060360,Unauthorized Transaction,2024-09-29,3
TICKET012326,CUST088370,Account Locked,2024-11-14,8
TICKET012327,CUST054648,Poor Customer Service,2025-01-30,6
TICKET012328,CUST044484,Mobile App Issues,2025-03-22,10
TICKET012329,CUST089580,KYC Verification Delay,2024-10-28,2
TICKET012330,CUST024909,Loan Application Rejected,2025-04-01,2
TICKET012331,CUST086708,Account Locked,2025-03-03,10
TICKET012332,CUST060918,Loan Application Rejected,2025-05-10,5
TICKET012333,CUST055511,Card Not Working,2024-11-03,7
TICKET012334,CUST064438,ATM Withdrawal Failed,2024-08-06,6
TICKET012335,CUST035720,Account Locked,2025-05-07,10
TICKET012336,CUST017158,Delayed Refund,2024-06-04,10
TICKET012337,CUST069723,KYC Verification Delay,2025-02-21,1
TICKET012338,CUST018367,Poor Customer Service,2024-05-19,9
TICKET012339,CUST008747,Loan Application Rejected,2024-09-26,5
TICKET012340,CUST096833,Delayed Refund,2024-07-15,9
TICKET012341,CUST085925,Account Locked,2024-12-15,1
TICKET012342,CUST041272,Account Locked,2024-07-11,7
TICKET012343,CUST089316,Loan Application Rejected,2024-09-27,5
TICKET012344,CUST084020,Unauthorized Transaction,2024-11-10,8
TICKET012345,CUST046482,Unauthorized Transaction,2025-01-28,6
TICKET012346,CUST002090,Loan Application Rejected,2024-07-05,2
TICKET012347,CUST097567,ATM Withdrawal Failed,2025-05-04,5
TICKET012348,CUST061079,Delayed Refund,2024-06-09,4
TICKET012349,CUST016573,Card Not Working,2024-06-19,4
TICKET012350,CUST028768,Loan Application Rejected,2024-09-15,3
TICKET012351,CUST060933,Mobile App Issues,2024-10-02,0
TICKET012352,CUST027966,Account Locked,2024-10-25,7
TICKET012353,CUST022235,Incorrect Charges,2024-12-16,2
