customer_id|loan_type|amount_utilized|utilization_date|loan_reason
CUST004838|Education Loan|306000|2024-06-20|Maybe we can plan something we could book tickets for that concert happening next month
CUST014972|Home Loan|56000|2024-11-06|Maybe we can plan something we could check out that new movie you mentioned last month
CUST030980|Travel Loan|19000|2025-03-02|Please ensure that that we maintain open communication during the implementation period
CUST086575|Travel Loan|735000|2024-10-12|You should definitely join we could grab dinner sometime this week and catch up properly
CUST054586|Auto Loan|316000|2024-08-02|Let me know if we could hang out by the beach before it gets colder again
CUST030607|Personal Loan|392000|2025-01-14|Please ensure that that we maintain open communication during the implementation period
CUST056070|Credit Card Loan|736000|2024-11-22|The requested documents have been prepared and that the project deliverables are submitted by the upcoming deadline
CUST064723|Education Loan|728000|2024-05-27|We are awaiting your confirmation that the scheduled timeline for the project remains unchanged
CUST016486|Education Loan|342000|2024-06-02|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST065008|Auto Loan|110000|2024-12-01|Thinking we should we could hang out by the beach before it gets colder again
CUST019943|Credit Card Loan|743000|2024-07-01|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST081961|Medical Loan|316000|2024-07-07|Please ensure that that your valuable feedback is shared with the broader management team
CUST048595|Personal Loan|97000|2025-01-29|I am writing to follow up that the revised contract terms are reviewed and accepted
CUST006036|Auto Loan|942000|2024-06-24|Maybe we can plan something we could check out that new movie you mentioned last month
CUST066526|Auto Loan|26000|2025-03-26|Thinking we should we could go for a hike if the weather stays good
CUST027913|Education Loan|449000|2024-10-01|Hey I was thinking we could go for a hike if the weather stays good
CUST046069|Home Loan|31000|2024-08-05|I would like to inform you that we maintain open communication during the implementation period
CUST066651|Personal Loan|45000|2024-08-26|Just wanted to say we could spend a lazy Sunday just binge-watching old shows
CUST014595|Education Loan|608000|2025-02-26|Hey I was thinking we could go on a spontaneous road trip without much planning
CUST079469|Medical Loan|640000|2024-09-01|We are awaiting your confirmation that the scheduled timeline for the project remains unchanged
CUST034983|Top-Up Loan|881000|2025-04-30|Let me know if we could try that new pizza place everyone keeps recommending
CUST015059|Travel Loan|885000|2025-01-30|We should arrange a meeting that the invoice details are correctly reflected in your records
CUST030085|Home Loan|973000|2024-12-28|It has been way too long since we could start working on that project idea we joked about earlier
CUST093013|Business Loan|743000|2024-08-25|It has been way too long since we could check out that new movie you mentioned last month
CUST077071|Loan Against Deposit|572000|2025-05-06|It has been way too long since we could start working on that project idea we joked about earlier
CUST093907|Top-Up Loan|902000|2024-07-17|Please do not hesitate to reach out that your valuable feedback is shared with the broader management team
CUST076007|Business Loan|79000|2024-12-09|I finally got time to we could go for a hike if the weather stays good
CUST000921|Credit Card Loan|328000|2025-01-25|Kindly let me know that the revised contract terms are reviewed and accepted
CUST059924|Top-Up Loan|650000|2024-05-13|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST099853|Top-Up Loan|628000|2024-07-16|We are awaiting your confirmation that the invoice details are correctly reflected in your records
CUST095153|Education Loan|873000|2024-11-21|You should definitely join we could host a small get-together at my place this weekend
CUST079223|Loan Against Deposit|543000|2025-04-16|Maybe we can plan something we could check out that new movie you mentioned last month
CUST013804|Travel Loan|317000|2024-05-13|You should definitely join we could start working on that project idea we joked about earlier
CUST032357|Travel Loan|723000|2025-03-16|The requested documents have been prepared and that the revised contract terms are reviewed and accepted
CUST045966|Home Loan|152000|2024-11-25|It would be greatly appreciated if that the project deliverables are submitted by the upcoming deadline
CUST032053|Medical Loan|437000|2025-03-23|Please ensure that that your valuable feedback is shared with the broader management team
CUST011380|Auto Loan|941000|2025-03-18|It has been way too long since we could grab dinner sometime this week and catch up properly
CUST072296|Education Loan|996000|2024-08-10|I finally got time to we could book tickets for that concert happening next month
CUST081777|Business Loan|660000|2024-10-15|Please do not hesitate to reach out that your comments are incorporated into the final version of the agreement
CUST079714|Personal Loan|769000|2025-03-12|It would be greatly appreciated if that all compliance requirements have been successfully met
CUST073415|Education Loan|724000|2024-12-02|Kindly let me know that the revised contract terms are reviewed and accepted
CUST016320|Credit Card Loan|766000|2025-03-14|Please do not hesitate to reach out that the project deliverables are submitted by the upcoming deadline
CUST093337|Top-Up Loan|835000|2025-02-02|The requested documents have been prepared and that we maintain open communication during the implementation period
CUST081240|Education Loan|358000|2024-07-18|We are awaiting your confirmation that there are no pending items before the closure of this phase
CUST029932|Education Loan|897000|2024-12-01|You should definitely join we could book tickets for that concert happening next month
CUST041652|Loan Against Deposit|235000|2025-01-23|I would like to inform you that your comments are incorporated into the final version of the agreement
CUST089813|Business Loan|280000|2024-08-26|We seriously need to we could check out that new movie you mentioned last month
CUST041078|Business Loan|507000|2024-11-21|Please ensure that that there are no pending items before the closure of this phase
CUST089463|Credit Card Loan|444000|2024-12-02|You should definitely join we could go for a hike if the weather stays good
CUST033332|Medical Loan|183000|2024-09-19|Let me know if we could book tickets for that concert happening next month
CUST012869|Loan Against Deposit|187000|2024-10-28|Let me know if we could go for a hike if the weather stays good
CUST026218|Credit Card Loan|709000|2024-11-25|Just wanted to say we could book tickets for that concert happening next month
CUST013993|Credit Card Loan|971000|2025-04-06|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST042568|Business Loan|138000|2024-05-29|Just wanted to say we could book tickets for that concert happening next month
CUST034951|Home Loan|571000|2024-12-06|You should definitely join we could check out that new movie you mentioned last month
CUST075113|Education Loan|829000|2025-03-18|It has been way too long since we could start working on that project idea we joked about earlier
CUST082062|Personal Loan|280000|2024-12-14|I am writing to follow up that the updated policy guidelines have been distributed to all departments
CUST048041|Home Loan|227000|2024-07-22|Please ensure that that there are no pending items before the closure of this phase
CUST008009|Travel Loan|147000|2024-06-24|Kindly let me know that all compliance requirements have been successfully met
CUST041456|Home Loan|43000|2024-09-06|It would be greatly appreciated if that the project deliverables are submitted by the upcoming deadline
CUST065723|Top-Up Loan|633000|2025-03-03|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST005640|Home Loan|373000|2024-10-15|The requested documents have been prepared and that your comments are incorporated into the final version of the agreement
CUST048639|Auto Loan|972000|2024-09-29|Just wanted to say we could hang out by the beach before it gets colder again
CUST068178|Personal Loan|22000|2024-07-31|Maybe we can plan something we could go on a spontaneous road trip without much planning
CUST089006|Home Loan|653000|2025-02-01|Thinking we should we could hang out by the beach before it gets colder again
CUST074437|Personal Loan|457000|2024-08-22|Maybe we can plan something we could start working on that project idea we joked about earlier
CUST013835|Loan Against Deposit|991000|2024-10-05|We are awaiting your confirmation that your comments are incorporated into the final version of the agreement
CUST096697|Top-Up Loan|301000|2024-08-12|Thank you for your attention that all compliance requirements have been successfully met
CUST084422|Top-Up Loan|444000|2024-10-21|You should definitely join we could hang out by the beach before it gets colder again
CUST058634|Credit Card Loan|896000|2024-10-19|We are awaiting your confirmation that there are no pending items before the closure of this phase
CUST036585|Credit Card Loan|197000|2024-05-13|It has been way too long since we could book tickets for that concert happening next month
CUST041552|Top-Up Loan|609000|2024-09-05|You should definitely join we could start working on that project idea we joked about earlier
CUST020946|Medical Loan|846000|2024-08-06|It has been way too long since we could book tickets for that concert happening next month
CUST078775|Loan Against Deposit|231000|2024-05-28|We are awaiting your confirmation that there are no pending items before the closure of this phase
CUST080694|Travel Loan|538000|2025-02-24|We are awaiting your confirmation that we maintain open communication during the implementation period
CUST009093|Education Loan|278000|2024-11-16|You should definitely join we could start working on that project idea we joked about earlier
CUST070176|Credit Card Loan|400000|2024-09-28|Thinking we should we could go for a hike if the weather stays good
CUST097862|Travel Loan|402000|2025-03-06|Just wanted to say we could grab dinner sometime this week and catch up properly
CUST051348|Personal Loan|493000|2025-04-30|Maybe we can plan something we could start working on that project idea we joked about earlier
CUST020143|Education Loan|200000|2024-06-21|I am writing to follow up that all compliance requirements have been successfully met
CUST034486|Business Loan|160000|2024-10-30|It would be greatly appreciated if that the updated policy guidelines have been distributed to all departments
CUST014792|Auto Loan|753000|2024-06-30|Thinking we should we could book tickets for that concert happening next month
CUST092648|Business Loan|574000|2025-04-28|Please ensure that that the invoice details are correctly reflected in your records
CUST084852|Medical Loan|698000|2024-06-20|I finally got time to we could spend a lazy Sunday just binge-watching old shows
CUST084887|Business Loan|780000|2024-11-18|The requested documents have been prepared and that the invoice details are correctly reflected in your records
CUST021564|Travel Loan|19000|2024-12-11|Let me know if we could hang out by the beach before it gets colder again
CUST009339|Loan Against Deposit|809000|2024-07-12|We seriously need to we could check out that new movie you mentioned last month
CUST080133|Loan Against Deposit|979000|2025-05-03|You should definitely join we could go on a spontaneous road trip without much planning
CUST031058|Education Loan|621000|2024-08-05|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST050446|Medical Loan|823000|2024-09-20|I would like to inform you that all compliance requirements have been successfully met
CUST053060|Travel Loan|35000|2024-11-29|You should definitely join we could grab dinner sometime this week and catch up properly
CUST038160|Auto Loan|411000|2024-10-11|You should definitely join we could book tickets for that concert happening next month
CUST074776|Medical Loan|918000|2024-10-16|Hey I was thinking we could host a small get-together at my place this weekend
CUST078364|Home Loan|177000|2025-02-12|Please do not hesitate to reach out that all compliance requirements have been successfully met
CUST019722|Travel Loan|636000|2024-09-11|Thank you for your attention that the project deliverables are submitted by the upcoming deadline
CUST063747|Auto Loan|751000|2024-07-05|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST031077|Medical Loan|232000|2024-08-12|Thank you for your attention that the invoice details are correctly reflected in your records
CUST029260|Loan Against Deposit|841000|2024-07-29|It has been way too long since we could check out that new movie you mentioned last month
CUST053808|Home Loan|432000|2024-09-07|The requested documents have been prepared and that we maintain open communication during the implementation period
CUST028831|Loan Against Deposit|436000|2024-10-20|I am writing to follow up that the invoice details are correctly reflected in your records
CUST037719|Travel Loan|391000|2025-01-29|We seriously need to we could hang out by the beach before it gets colder again
CUST011249|Home Loan|611000|2025-01-29|Hey I was thinking we could try that new pizza place everyone keeps recommending
CUST027151|Top-Up Loan|460000|2024-05-20|Let me know if we could go for a hike if the weather stays good
CUST054258|Top-Up Loan|253000|2024-06-28|We should arrange a meeting that there are no pending items before the closure of this phase
CUST066479|Personal Loan|207000|2024-12-01|I am writing to follow up that the project deliverables are submitted by the upcoming deadline
CUST093517|Loan Against Deposit|981000|2025-04-24|I am writing to follow up that your valuable feedback is shared with the broader management team
CUST041564|Credit Card Loan|777000|2024-07-27|You should definitely join we could start working on that project idea we joked about earlier
CUST005465|Credit Card Loan|465000|2025-01-21|It would be greatly appreciated if that all compliance requirements have been successfully met
CUST072798|Travel Loan|673000|2024-06-15|Maybe we can plan something we could go on a spontaneous road trip without much planning
CUST094496|Credit Card Loan|709000|2025-01-07|We are awaiting your confirmation that we maintain open communication during the implementation period
CUST060825|Education Loan|372000|2024-11-06|You should definitely join we could go on a spontaneous road trip without much planning
CUST077530|Loan Against Deposit|47000|2024-09-22|Maybe we can plan something we could book tickets for that concert happening next month
CUST001192|Credit Card Loan|434000|2025-04-18|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST073893|Business Loan|567000|2024-10-05|It would be awesome if we could host a small get-together at my place this weekend
CUST052849|Business Loan|554000|2025-02-13|Kindly let me know that all compliance requirements have been successfully met
CUST044930|Medical Loan|302000|2024-06-08|Please do not hesitate to reach out that the invoice details are correctly reflected in your records
CUST054639|Business Loan|14000|2024-05-12|I finally got time to we could start working on that project idea we joked about earlier
CUST019022|Loan Against Deposit|819000|2024-12-17|I finally got time to we could book tickets for that concert happening next month
CUST023301|Auto Loan|277000|2025-04-16|I am writing to follow up that the project deliverables are submitted by the upcoming deadline
CUST087615|Loan Against Deposit|680000|2024-08-05|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST020324|Auto Loan|562000|2025-02-20|I am writing to follow up that all compliance requirements have been successfully met
CUST031345|Auto Loan|124000|2025-03-16|The requested documents have been prepared and that the updated policy guidelines have been distributed to all departments
CUST017824|Medical Loan|868000|2024-05-24|We seriously need to we could host a small get-together at my place this weekend
CUST037960|Education Loan|326000|2025-02-20|It has been way too long since we could go on a spontaneous road trip without much planning
CUST050930|Auto Loan|928000|2024-05-20|Thinking we should we could book tickets for that concert happening next month
CUST036947|Auto Loan|742000|2025-02-19|Hey I was thinking we could book tickets for that concert happening next month
CUST084671|Top-Up Loan|293000|2025-04-24|You should definitely join we could book tickets for that concert happening next month
CUST058726|Auto Loan|746000|2025-04-11|We seriously need to we could start working on that project idea we joked about earlier
CUST055994|Credit Card Loan|720000|2025-03-31|I am writing to follow up that there are no pending items before the closure of this phase
CUST028145|Home Loan|46000|2024-10-22|I would like to inform you that the updated policy guidelines have been distributed to all departments
CUST057312|Education Loan|53000|2024-07-30|It would be greatly appreciated if that all compliance requirements have been successfully met
CUST046987|Personal Loan|278000|2025-02-25|It has been way too long since we could spend a lazy Sunday just binge-watching old shows
CUST098004|Credit Card Loan|55000|2024-06-07|Thank you for your attention that the invoice details are correctly reflected in your records
CUST058406|Top-Up Loan|458000|2024-08-07|Let me know if we could go for a hike if the weather stays good
CUST096571|Business Loan|648000|2025-01-26|You should definitely join we could grab dinner sometime this week and catch up properly
CUST071809|Top-Up Loan|793000|2024-09-17|Thinking we should we could book tickets for that concert happening next month
CUST032320|Credit Card Loan|414000|2024-06-03|We seriously need to we could start working on that project idea we joked about earlier
CUST094582|Home Loan|540000|2024-10-29|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST073488|Travel Loan|381000|2024-11-16|I am writing to follow up that there are no pending items before the closure of this phase
CUST018790|Home Loan|859000|2025-02-10|I am writing to follow up that the revised contract terms are reviewed and accepted
CUST055691|Loan Against Deposit|108000|2024-11-14|The requested documents have been prepared and that the scheduled timeline for the project remains unchanged
CUST056078|Loan Against Deposit|157000|2024-09-10|Maybe we can plan something we could host a small get-together at my place this weekend
CUST070318|Personal Loan|344000|2024-06-11|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST051407|Top-Up Loan|440000|2024-10-20|Just wanted to say we could hang out by the beach before it gets colder again
CUST073129|Medical Loan|130000|2024-12-17|Please ensure that that your valuable feedback is shared with the broader management team
